Using expected method
1/40000:	1701625.0019785152
2/40000:	1701625.0019785152
3/40000:	836341.0242014304
4/40000:	836341.0242014304
5/40000:	836341.0242014304
6/40000:	401428.7908993005
7/40000:	375802.16359763953
8/40000:	375802.16359763953
9/40000:	375802.16359763953
10/40000:	7585.871387777486
11/40000:	7585.871387777486
12/40000:	7585.871387777486
13/40000:	7585.871387777486
14/40000:	7585.871387777486
15/40000:	7585.871387777486
16/40000:	7585.871387777486
17/40000:	7585.871387777486
18/40000:	7585.871387777486
19/40000:	7585.871387777486
20/40000:	7585.871387777486
21/40000:	7585.871387777486
22/40000:	7585.871387777486
23/40000:	7585.871387777486
24/40000:	7585.871387777486
25/40000:	7585.871387777486
26/40000:	7585.871387777486
27/40000:	7585.871387777486
28/40000:	7585.871387777486
29/40000:	7585.871387777486
30/40000:	7585.871387777486
31/40000:	597.2453726471526
32/40000:	597.2453726471526
33/40000:	597.2453726471526
34/40000:	597.2453726471526
35/40000:	597.2453726471526
36/40000:	594.7767665017903
37/40000:	594.7767665017903
38/40000:	593.0669405059525
39/40000:	593.0669405059525
40/40000:	580.3196921038424
41/40000:	580.3196921038424
42/40000:	580.3196921038424
43/40000:	580.3196921038424
44/40000:	580.3196921038424
45/40000:	580.3196921038424
46/40000:	580.3196921038424
47/40000:	580.3196921038424
48/40000:	580.3196921038424
49/40000:	580.3196921038424
50/40000:	580.3196921038424
51/40000:	580.3196921038424
52/40000:	580.3196921038424
53/40000:	580.3196921038424
54/40000:	580.3196921038424
55/40000:	580.3196921038424
56/40000:	580.3196921038424
57/40000:	580.3196921038424
58/40000:	580.3196921038424
59/40000:	580.3196921038424
60/40000:	580.3196921038424
61/40000:	580.3196921038424
62/40000:	580.3196921038424
63/40000:	580.3196921038424
64/40000:	580.3196921038424
65/40000:	580.3196921038424
66/40000:	579.0831020819826
67/40000:	579.0831020819826
68/40000:	579.0831020819826
69/40000:	579.0831020819826
70/40000:	579.0831020819826
71/40000:	579.0831020819826
72/40000:	579.0831020819826
73/40000:	579.0831020819826
74/40000:	579.0831020819826
75/40000:	579.0831020819826
76/40000:	579.0831020819826
77/40000:	579.0831020819826
78/40000:	579.0831020819826
79/40000:	579.0831020819826
80/40000:	579.0831020819826
81/40000:	579.0831020819826
82/40000:	579.0831020819826
83/40000:	579.0831020819826
84/40000:	579.0831020819826
85/40000:	579.0831020819826
86/40000:	579.0831020819826
87/40000:	579.0831020819826
88/40000:	579.0831020819826
89/40000:	579.0831020819826
90/40000:	579.0831020819826
91/40000:	579.0831020819826
92/40000:	579.0831020819826
93/40000:	579.0831020819826
94/40000:	579.0831020819826
95/40000:	579.0831020819826
96/40000:	579.0831020819826
97/40000:	579.0831020819826
98/40000:	579.0831020819826
99/40000:	579.0831020819826
100/40000:	579.0831020819826
101/40000:	579.0831020819826
102/40000:	579.0831020819826
103/40000:	579.0831020819826
104/40000:	579.0831020819826
105/40000:	579.0831020819826
106/40000:	579.0831020819826
107/40000:	579.0831020819826
108/40000:	579.0831020819826
109/40000:	579.0831020819826
110/40000:	579.0831020819826
111/40000:	579.0831020819826
112/40000:	578.4318867949489
113/40000:	578.4318867949489
114/40000:	578.4318867949489
115/40000:	578.4318867949489
116/40000:	578.4318867949489
117/40000:	578.4318867949489
118/40000:	578.4318867949489
119/40000:	578.4318867949489
120/40000:	578.4318867949489
121/40000:	578.4318867949489
122/40000:	578.4318867949489
123/40000:	578.4318867949489
124/40000:	578.4318867949489
125/40000:	578.4318867949489
126/40000:	578.4318867949489
127/40000:	578.4318867949489
128/40000:	578.4318867949489
129/40000:	578.4318867949489
130/40000:	573.0261766449304
131/40000:	573.0261766449304
132/40000:	573.0261766449304
133/40000:	571.6156495016812
134/40000:	571.6156495016812
135/40000:	571.6156495016812
136/40000:	571.6156495016812
137/40000:	571.6156495016812
138/40000:	571.6156495016812
139/40000:	571.6156495016812
140/40000:	571.6156495016812
141/40000:	571.6156495016812
142/40000:	571.6156495016812
143/40000:	571.6156495016812
144/40000:	571.6156495016812
